CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount
CUST000368,1,54.5,Mobile Phone,Tier 2,40.8,Credit Card,Female,2.7,3,Grocery,5,Divorced,9,0,19.3,0,7,37.2,182.24
CUST000369,0,10.8,Computer,Tier 2,10.1,Cash on Delivery,Male,4.3,1,Others,3,Married,4,0,15.1,4,6,25.4,117.18
CUST000370,0,14.3,Mobile Phone,Tier 1,82.7,Debit Card,Female,1.1,2,Fashion,1,Divorced,18,0,12.0,8,12,14.6,247.45
CUST000371,0,58.3,Mobile Phone,Tier 1,77.9,Credit Card,Male,3.0,6,Fashion,1,Divorced,14,1,11.7,4,3,5.8,209.9
CUST000372,0,10.9,Tablet,Tier 3,84.7,E-wallet,Female,0.4,6,Grocery,1,Divorced,4,1,12.7,5,1,22.3,130.8
CUST000373,0,51.3,Tablet,Tier 3,28.5,Debit Card,Male,3.2,2,Laptop & Accessory,4,Divorced,10,0,12.1,7,12,24.2,310.57
CUST000374,0,29.5,Computer,Tier 2,41.1,Debit Card,Female,3.8,4,Fashion,5,Married,3,1,22.4,9,5,32.3,315.03
CUST000375,0,14.8,Computer,Tier 1,80.6,UPI,Male,2.9,5,Others,5,Single,7,0,18.3,10,10,44.6,292.74
CUST000376,0,52.2,Tablet,Tier 2,78.2,Credit Card,Male,1.3,1,Laptop & Accessory,4,Married,10,0,16.1,12,14,20.0,289.87
CUST000377,1,26.7,Tablet,Tier 3,66.8,UPI,Male,0.2,1,Laptop & Accessory,2,Married,13,0,17.3,3,4,18.7,122.2
CUST000378,0,30.9,Mobile Phone,Tier 3,47.8,Credit Card,Female,0.6,1,Laptop & Accessory,4,Single,4,0,24.9,10,5,17.0,323.52
CUST000379,1,21.6,Tablet,Tier 2,116.4,Cash on Delivery,Male,3.1,2,Fashion,1,Divorced,18,0,24.7,11,1,38.0,190.09
CUST000380,0,35.6,Computer,Tier 3,46.5,UPI,Male,4.7,4,Laptop & Accessory,4,Single,11,0,21.7,4,1,7.2,136.7
CUST000381,0,9.8,Mobile Phone,Tier 2,60.6,UPI,Male,1.0,3,Grocery,1,Single,4,0,24.3,9,5,15.8,282.72
CUST000382,0,23.5,Computer,Tier 1,87.7,E-wallet,Male,3.7,6,Laptop & Accessory,3,Married,14,0,15.8,6,6,33.3,150.79
CUST000383,0,58.2,Mobile Phone,Tier 2,71.2,UPI,Female,4.3,2,Others,1,Single,18,1,16.7,8,5,0.7,218.39
CUST000384,1,15.5,Tablet,Tier 1,47.3,Credit Card,Male,2.6,3,Mobile Phone,5,Divorced,8,0,20.2,8,2,13.3,128.8
CUST000385,1,39.4,Computer,Tier 1,58.1,E-wallet,Male,3.3,6,Others,4,Married,10,1,20.4,9,9,29.5,206.8
CUST000386,1,19.5,Mobile Phone,Tier 3,101.9,UPI,Male,4.1,6,Fashion,1,Divorced,5,1,18.2,9,5,8.6,225.58
CUST000387,0,46.4,Mobile Phone,Tier 3,38.9,UPI,Female,1.3,4,Laptop & Accessory,2,Married,7,0,17.0,1,11,13.9,200.33
CUST000388,0,7.9,Tablet,Tier 3,22.4,Cash on Delivery,Male,1.5,5,Laptop & Accessory,3,Divorced,12,0,25.8,3,11,22.4,115.63
CUST000389,1,58.2,Tablet,Tier 2,43.2,UPI,Male,0.0,1,Grocery,2,Single,3,1,23.3,7,5,19.4,209.11
CUST000390,1,27.2,Tablet,Tier 2,108.6,Debit Card,Male,4.8,3,Laptop & Accessory,2,Single,4,0,17.5,13,10,4.9,205.51
CUST000391,1,14.2,Computer,Tier 3,15.9,E-wallet,Male,4.6,2,Others,2,Single,10,1,21.9,16,9,43.2,158.86
CUST000392,0,4.4,Mobile Phone,Tier 2,126.0,Debit Card,Female,3.8,3,Fashion,3,Divorced,4,0,15.0,12,3,2.0,307.36
CUST000393,0,10.2,Tablet,Tier 3,71.0,E-wallet,Male,0.4,5,Mobile Phone,3,Married,15,0,12.5,12,5,34.5,194.0
CUST000394,1,31.2,Computer,Tier 2,125.2,Cash on Delivery,Male,2.2,1,Laptop & Accessory,3,Married,10,1,16.3,7,15,3.3,294.43
CUST000395,0,20.2,Computer,Tier 1,119.6,UPI,Female,0.5,3,Mobile Phone,3,Married,21,1,17.0,11,13,21.5,124.67
CUST000396,1,49.7,Computer,Tier 1,60.2,UPI,Female,0.1,5,Laptop & Accessory,2,Single,22,1,11.2,0,12,8.1,171.75
CUST000397,1,25.9,Tablet,Tier 3,29.2,UPI,Female,3.1,2,Fashion,5,Divorced,16,0,23.2,2,5,6.5,139.67
CUST000398,0,14.9,Tablet,Tier 2,25.1,E-wallet,Male,4.8,4,Others,5,Married,15,1,16.4,11,2,5.8,191.89
CUST000399,1,37.0,Mobile Phone,Tier 2,34.3,UPI,Female,4.5,6,Fashion,3,Divorced,19,1,19.7,12,11,20.8,125.12
CUST000400,1,42.4,Mobile Phone,Tier 1,91.6,Debit Card,Male,3.5,2,Mobile Phone,4,Married,20,1,12.1,9,4,23.7,199.23
CUST000401,0,10.0,Tablet,Tier 1,38.3,UPI,Female,0.5,1,Laptop & Accessory,1,Single,19,0,13.6,14,11,6.1,179.62
CUST000402,1,10.1,Computer,Tier 3,46.7,Cash on Delivery,Male,1.4,6,Mobile Phone,4,Divorced,18,0,24.3,1,11,45.1,150.25
CUST000403,0,2.2,Computer,Tier 1,59.8,Debit Card,Female,1.6,2,Others,4,Married,12,1,20.1,2,2,11.9,244.49
CUST000404,1,44.2,Computer,Tier 3,116.4,UPI,Male,3.8,2,Fashion,4,Married,16,0,25.3,13,5,21.1,313.96
CUST000405,0,39.8,Mobile Phone,Tier 1,28.1,UPI,Female,4.0,2,Mobile Phone,5,Married,1,0,26.0,6,10,9.9,146.6
CUST000406,1,28.5,Computer,Tier 1,5.6,Credit Card,Male,1.9,2,Mobile Phone,1,Married,16,0,16.6,7,13,22.7,260.15
CUST000407,0,50.7,Mobile Phone,Tier 2,12.3,E-wallet,Male,2.1,6,Others,4,Single,2,0,15.5,10,12,34.8,267.04
CUST000408,0,48.3,Mobile Phone,Tier 1,115.4,Debit Card,Male,0.2,1,Laptop & Accessory,3,Married,15,0,23.9,5,2,24.0,212.08
CUST000409,1,35.1,Computer,Tier 1,84.0,Credit Card,Male,1.4,5,Mobile Phone,5,Married,7,0,26.0,10,10,13.1,301.98
CUST000410,0,52.1,Computer,Tier 3,38.3,Cash on Delivery,Male,2.3,3,Others,3,Single,1,1,20.4,16,15,11.4,317.44
CUST000411,0,12.4,Tablet,Tier 1,26.6,E-wallet,Male,0.6,4,Laptop & Accessory,3,Married,5,0,22.9,9,14,34.9,181.51
CUST000412,1,6.7,Tablet,Tier 3,40.9,Debit Card,Male,2.3,3,Laptop & Accessory,4,Divorced,10,0,22.7,16,9,5.4,246.48
CUST000413,1,16.2,Computer,Tier 1,19.0,UPI,Male,4.3,3,Fashion,3,Divorced,22,0,16.3,1,10,17.0,249.0
CUST000414,0,3.4,Mobile Phone,Tier 1,119.9,Debit Card,Female,2.9,4,Others,1,Married,21,0,19.6,5,6,7.0,190.82
CUST000415,0,31.9,Mobile Phone,Tier 3,100.7,UPI,Male,0.4,6,Laptop & Accessory,3,Single,4,0,23.5,4,8,11.9,171.28
CUST000416,0,56.2,Mobile Phone,Tier 2,61.4,E-wallet,Male,1.0,1,Fashion,4,Single,14,0,21.3,3,9,7.0,310.09
CUST000417,0,2.4,Mobile Phone,Tier 3,110.5,UPI,Female,2.4,4,Grocery,3,Single,13,0,11.3,1,15,40.8,277.75
CUST000418,0,7.3,Mobile Phone,Tier 3,35.4,Cash on Delivery,Male,1.8,1,Others,5,Married,1,1,16.1,11,13,33.7,125.75
CUST000419,0,27.1,Tablet,Tier 3,92.5,UPI,Female,1.8,6,Grocery,5,Married,16,0,13.2,2,8,25.8,126.97
CUST000420,1,56.0,Computer,Tier 2,109.4,Cash on Delivery,Male,2.6,3,Laptop & Accessory,5,Divorced,9,0,14.5,5,5,10.3,307.57
CUST000421,1,19.0,Tablet,Tier 1,48.5,E-wallet,Female,2.9,1,Others,2,Single,22,0,24.6,13,5,23.5,118.32
CUST000422,1,30.4,Mobile Phone,Tier 3,97.4,E-wallet,Female,4.0,6,Fashion,5,Married,16,0,11.6,7,6,24.0,254.89
CUST000423,0,2.5,Mobile Phone,Tier 3,41.0,Debit Card,Male,1.7,6,Laptop & Accessory,5,Married,19,1,14.3,13,14,27.2,151.02
CUST000424,0,8.9,Mobile Phone,Tier 2,41.5,Cash on Delivery,Female,4.0,5,Others,2,Married,15,1,15.6,2,1,2.8,107.92
CUST000425,0,59.2,Mobile Phone,Tier 3,18.1,Cash on Delivery,Male,1.7,4,Others,5,Single,14,0,20.3,15,13,44.8,113.42
CUST000426,0,57.9,Computer,Tier 1,58.7,Credit Card,Male,0.3,5,Grocery,4,Single,20,0,19.0,14,11,21.4,184.04
CUST000427,0,0.3,Mobile Phone,Tier 2,94.0,Credit Card,Male,2.8,3,Laptop & Accessory,5,Divorced,10,0,14.3,6,8,42.6,117.46
CUST000428,1,57.1,Computer,Tier 1,119.7,Credit Card,Male,2.9,4,Fashion,5,Single,21,0,13.5,14,2,0.5,234.24
CUST000429,0,38.3,Mobile Phone,Tier 1,78.7,UPI,Female,4.7,3,Fashion,2,Married,12,1,14.6,12,6,11.4,245.63
CUST000430,0,52.1,Computer,Tier 2,110.3,Credit Card,Male,3.6,5,Laptop & Accessory,4,Divorced,1,0,18.5,5,14,4.8,184.03
CUST000431,0,27.3,Tablet,Tier 3,105.3,Cash on Delivery,Female,4.6,6,Laptop & Accessory,3,Single,21,0,15.1,14,14,35.4,267.15
CUST000432,1,30.9,Mobile Phone,Tier 1,26.1,UPI,Female,4.5,3,Mobile Phone,1,Single,17,0,25.2,16,9,14.7,210.26
CUST000433,0,29.3,Computer,Tier 1,64.3,E-wallet,Male,3.0,4,Grocery,4,Single,9,0,18.0,3,13,38.7,196.8
CUST000434,0,40.0,Tablet,Tier 1,19.3,Debit Card,Male,2.6,4,Laptop & Accessory,3,Single,19,0,11.9,13,3,38.3,191.57
CUST000435,0,8.4,Mobile Phone,Tier 1,88.2,Credit Card,Male,2.8,3,Laptop & Accessory,4,Married,18,0,21.9,14,2,30.7,197.0
CUST000436,1,1.8,Mobile Phone,Tier 2,120.9,E-wallet,Male,4.9,4,Mobile Phone,3,Single,7,1,15.9,11,10,30.6,317.77
CUST000437,0,18.5,Mobile Phone,Tier 2,21.7,Cash on Delivery,Female,3.9,6,Mobile Phone,3,Married,9,0,20.8,9,5,32.2,253.32
CUST000438,1,42.3,Computer,Tier 1,94.5,Debit Card,Male,0.5,6,Others,4,Married,22,0,15.2,5,11,31.0,170.92
CUST000439,1,12.1,Computer,Tier 3,82.1,E-wallet,Female,3.9,4,Fashion,2,Married,21,0,19.6,8,9,17.8,265.12
CUST000440,0,40.4,Tablet,Tier 1,76.2,Debit Card,Male,0.9,3,Grocery,4,Divorced,12,1,22.6,1,6,31.4,174.31
CUST000441,0,58.2,Computer,Tier 3,52.6,Credit Card,Male,2.2,5,Others,4,Married,7,0,24.9,3,14,41.3,128.29
CUST000442,1,5.6,Computer,Tier 1,48.3,Cash on Delivery,Male,1.1,4,Laptop & Accessory,3,Single,14,1,14.9,8,16,15.3,206.96
CUST000443,0,40.4,Mobile Phone,Tier 3,10.5,Debit Card,Male,3.4,4,Mobile Phone,1,Divorced,15,1,16.0,14,8,43.5,268.98
CUST000444,0,26.6,Mobile Phone,Tier 1,31.6,E-wallet,Female,4.4,4,Fashion,3,Single,15,1,18.0,12,8,0.6,184.97
CUST000445,1,52.1,Mobile Phone,Tier 3,6.9,Credit Card,Female,1.5,4,Others,5,Married,6,0,24.9,7,7,16.1,295.56
CUST000446,1,10.6,Mobile Phone,Tier 1,75.9,Credit Card,Male,0.4,3,Fashion,4,Single,21,0,24.5,15,5,6.1,187.06
CUST000447,1,41.6,Mobile Phone,Tier 1,17.9,E-wallet,Female,1.5,5,Mobile Phone,4,Divorced,14,0,12.3,10,2,5.8,178.71
CUST000448,1,50.3,Mobile Phone,Tier 3,111.5,E-wallet,Female,3.4,5,Others,2,Divorced,2,0,13.0,9,14,37.5,324.6
CUST000449,0,56.7,Mobile Phone,Tier 2,68.8,Debit Card,Male,1.6,1,Others,3,Single,8,0,18.4,7,15,42.2,208.56
CUST000450,0,41.0,Tablet,Tier 3,90.4,UPI,Male,1.4,4,Fashion,2,Single,13,0,12.6,0,10,35.8,281.17
CUST000451,1,29.8,Tablet,Tier 2,55.1,Credit Card,Female,0.9,4,Mobile Phone,4,Single,6,1,16.2,9,10,44.9,281.12
CUST000452,0,37.1,Tablet,Tier 1,73.4,Debit Card,Female,2.5,1,Laptop & Accessory,3,Divorced,5,0,13.2,2,5,10.0,308.43
CUST000453,0,52.1,Tablet,Tier 3,120.0,E-wallet,Female,1.4,5,Others,3,Married,5,0,20.5,10,12,6.5,119.1
CUST000454,1,34.2,Mobile Phone,Tier 3,15.1,Debit Card,Female,3.7,2,Laptop & Accessory,5,Single,1,0,25.2,2,16,24.0,161.02
CUST000455,0,1.8,Tablet,Tier 3,36.0,E-wallet,Male,0.4,6,Mobile Phone,5,Married,9,0,26.0,7,7,38.1,272.74
CUST000456,0,55.9,Mobile Phone,Tier 2,100.2,Cash on Delivery,Male,3.3,2,Others,1,Divorced,6,0,16.6,13,12,1.8,226.59
CUST000457,0,41.4,Tablet,Tier 2,17.0,E-wallet,Female,1.2,5,Others,5,Single,20,0,20.0,5,12,45.8,225.91
CUST000458,0,40.6,Computer,Tier 1,14.2,E-wallet,Male,2.4,4,Laptop & Accessory,3,Single,7,0,23.8,14,7,27.7,137.4
CUST000459,0,12.9,Tablet,Tier 2,49.1,E-wallet,Female,1.4,2,Grocery,5,Divorced,9,0,12.8,13,11,45.0,163.26
CUST000460,0,39.5,Tablet,Tier 2,16.2,UPI,Female,3.6,3,Laptop & Accessory,1,Single,5,1,21.3,6,16,16.8,217.3
CUST000461,0,23.6,Mobile Phone,Tier 1,76.4,E-wallet,Male,4.7,3,Laptop & Accessory,4,Married,14,1,17.1,9,13,21.1,162.37
CUST000462,0,39.1,Tablet,Tier 3,32.6,Credit Card,Female,4.6,1,Grocery,5,Divorced,5,1,14.1,14,15,34.6,147.31
CUST000463,1,6.4,Computer,Tier 3,114.3,Credit Card,Female,2.9,5,Mobile Phone,3,Divorced,8,0,17.0,9,2,36.5,119.75
CUST000464,0,39.5,Mobile Phone,Tier 1,100.6,Debit Card,Male,2.3,5,Mobile Phone,4,Single,7,0,12.1,16,7,10.7,135.04
CUST000465,1,60.0,Mobile Phone,Tier 3,90.4,UPI,Male,4.1,2,Others,3,Divorced,13,0,21.4,16,6,42.8,273.0
CUST000466,0,2.9,Tablet,Tier 2,80.3,Debit Card,Female,3.4,4,Fashion,4,Single,13,0,14.8,11,7,39.9,261.73
CUST000467,0,58.6,Mobile Phone,Tier 1,110.3,Credit Card,Female,0.9,5,Fashion,3,Single,8,0,15.7,14,11,0.8,110.31
CUST000468,1,24.4,Mobile Phone,Tier 1,32.2,Credit Card,Male,4.1,2,Others,5,Divorced,11,0,12.8,11,16,5.9,145.74
CUST000469,0,52.2,Mobile Phone,Tier 1,111.5,Cash on Delivery,Female,2.1,2,Fashion,5,Single,18,0,24.0,8,8,22.8,226.1
CUST000470,1,46.9,Mobile Phone,Tier 3,101.3,E-wallet,Female,0.9,6,Laptop & Accessory,1,Married,19,0,18.4,4,4,21.2,172.59
CUST000471,0,34.0,Mobile Phone,Tier 1,96.3,Credit Card,Male,1.4,6,Laptop & Accessory,4,Married,6,1,19.6,3,1,32.6,285.23
CUST000472,1,44.3,Mobile Phone,Tier 1,73.5,Debit Card,Male,1.3,5,Grocery,1,Single,22,0,19.5,11,8,4.1,276.62
CUST000473,0,52.7,Computer,Tier 1,35.0,Debit Card,Male,2.6,2,Grocery,2,Married,2,0,17.2,15,8,29.7,300.61
CUST000474,1,24.2,Tablet,Tier 3,56.7,E-wallet,Male,1.2,1,Others,5,Single,13,0,13.9,8,3,28.4,226.66
CUST000475,0,19.6,Computer,Tier 2,101.8,E-wallet,Male,0.6,1,Others,4,Married,11,0,22.2,2,3,10.7,179.22
CUST000476,1,40.1,Mobile Phone,Tier 1,8.9,Cash on Delivery,Male,0.6,6,Others,1,Divorced,1,0,12.9,2,5,25.0,236.36
CUST000477,0,48.5,Mobile Phone,Tier 2,100.4,UPI,Female,2.9,5,Laptop & Accessory,1,Single,2,0,12.6,16,14,10.2,120.06
CUST000478,0,45.7,Tablet,Tier 3,34.3,Debit Card,Female,3.7,4,Fashion,2,Single,17,0,21.7,9,3,6.8,102.16
CUST000479,1,47.9,Computer,Tier 3,22.6,E-wallet,Male,1.6,1,Others,1,Single,8,1,14.1,1,15,26.4,103.85
CUST000480,0,26.1,Tablet,Tier 3,19.1,Debit Card,Male,0.2,1,Others,3,Single,2,1,15.6,10,14,45.0,191.7
CUST000481,0,49.1,Computer,Tier 3,8.3,E-wallet,Female,0.6,6,Laptop & Accessory,5,Single,6,0,18.1,2,5,10.9,151.32
CUST000482,0,7.2,Mobile Phone,Tier 2,68.9,Credit Card,Female,4.6,6,Laptop & Accessory,1,Single,22,0,17.7,1,15,16.3,135.4
CUST000483,0,32.7,Tablet,Tier 1,31.6,Debit Card,Female,2.5,5,Laptop & Accessory,1,Divorced,5,0,21.6,8,8,11.8,238.45
CUST000484,0,0.3,Tablet,Tier 3,125.7,Credit Card,Male,2.3,6,Fashion,2,Divorced,16,1,20.4,1,1,12.3,323.9
CUST000485,0,19.5,Mobile Phone,Tier 3,75.1,Debit Card,Male,0.2,3,Others,3,Married,8,0,20.7,1,2,18.6,139.99
CUST000486,1,22.0,Tablet,Tier 2,21.8,UPI,Female,3.6,2,Mobile Phone,1,Single,19,0,21.7,14,2,32.3,222.94
CUST000487,0,23.8,Computer,Tier 2,89.0,Cash on Delivery,Male,2.6,1,Mobile Phone,5,Married,16,0,15.4,2,12,1.8,126.94
CUST000488,0,41.7,Computer,Tier 3,114.5,Credit Card,Male,1.0,3,Others,5,Married,13,0,15.8,4,16,44.0,310.2
CUST000489,1,23.3,Computer,Tier 1,95.9,E-wallet,Male,0.6,4,Others,1,Divorced,20,1,17.6,10,4,2.1,165.64
CUST000490,1,26.9,Computer,Tier 1,14.3,UPI,Female,1.9,3,Others,3,Married,7,0,15.6,6,9,40.5,297.63
CUST000491,0,14.3,Mobile Phone,Tier 3,114.3,Debit Card,Female,4.2,5,Others,5,Divorced,16,0,25.8,5,2,41.1,163.69
CUST000492,0,22.4,Tablet,Tier 2,101.9,Credit Card,Male,4.3,4,Fashion,5,Married,16,0,23.2,13,12,24.1,281.36
CUST000493,0,13.6,Computer,Tier 3,24.3,Debit Card,Male,3.0,4,Mobile Phone,3,Single,12,0,13.5,0,16,6.3,147.11
CUST000494,0,4.4,Mobile Phone,Tier 3,11.3,Debit Card,Male,3.6,6,Grocery,3,Married,14,1,11.1,16,14,26.0,165.88
CUST000495,0,36.2,Tablet,Tier 2,73.0,Debit Card,Male,0.6,3,Mobile Phone,1,Divorced,18,1,11.6,16,11,28.9,143.31
CUST000496,0,40.1,Tablet,Tier 3,24.0,Cash on Delivery,Male,2.9,5,Mobile Phone,4,Divorced,18,0,14.7,13,13,39.5,159.46
CUST000497,0,37.2,Mobile Phone,Tier 3,106.8,Cash on Delivery,Female,3.3,1,Laptop & Accessory,2,Divorced,16,0,12.7,9,15,25.3,287.84
CUST000498,0,27.8,Mobile Phone,Tier 3,48.7,E-wallet,Male,1.0,6,Others,4,Married,20,0,19.0,7,12,18.9,243.78
CUST000499,1,22.8,Computer,Tier 2,116.4,Credit Card,Male,4.4,3,Others,4,Married,16,0,23.9,7,9,38.6,191.32
CUST000500,1,51.8,Tablet,Tier 1,74.0,UPI,Male,1.0,1,Others,5,Divorced,13,0,22.1,13,7,45.1,318.59
CUST000501,0,31.1,Tablet,Tier 1,27.3,UPI,Female,1.6,3,Laptop & Accessory,3,Single,9,0,14.2,6,10,29.7,204.59
CUST000502,0,28.8,Mobile Phone,Tier 2,22.0,UPI,Female,3.1,6,Fashion,5,Single,9,0,17.0,5,8,40.2,318.2
CUST000503,0,1.5,Tablet,Tier 1,75.3,Debit Card,Male,3.2,1,Fashion,2,Married,13,0,18.6,3,1,27.5,144.23
CUST000504,1,20.5,Computer,Tier 3,97.9,Cash on Delivery,Female,3.5,6,Grocery,1,Married,4,0,23.2,0,13,31.7,303.54
CUST000505,0,22.8,Tablet,Tier 1,100.3,Credit Card,Female,0.6,3,Fashion,2,Divorced,9,1,23.6,14,5,31.7,103.11
CUST000506,0,23.9,Mobile Phone,Tier 3,38.6,Debit Card,Female,4.2,4,Fashion,5,Married,15,0,24.6,14,9,32.4,222.69
CUST000507,1,34.8,Mobile Phone,Tier 1,29.9,Cash on Delivery,Female,2.7,2,Others,5,Married,14,0,18.6,0,12,14.8,195.19
CUST000508,1,32.0,Computer,Tier 2,7.0,Cash on Delivery,Female,2.4,4,Mobile Phone,5,Divorced,19,0,21.4,2,4,26.5,218.14
CUST000509,1,36.5,Computer,Tier 1,87.9,Credit Card,Female,4.9,6,Fashion,5,Divorced,12,0,12.7,4,2,27.3,224.53
CUST000510,1,45.9,Tablet,Tier 1,14.3,Credit Card,Male,3.7,6,Fashion,4,Married,21,0,19.5,4,6,14.5,187.53
CUST000511,0,48.8,Tablet,Tier 1,56.3,Credit Card,Female,0.6,6,Laptop & Accessory,1,Single,6,0,14.7,3,2,16.1,324.59
CUST000512,0,43.1,Mobile Phone,Tier 2,78.4,Debit Card,Female,3.8,1,Grocery,4,Married,3,1,17.5,16,3,35.1,319.71
CUST000513,1,57.3,Computer,Tier 1,119.3,E-wallet,Male,0.5,5,Laptop & Accessory,5,Single,22,0,20.5,13,14,26.8,316.39
CUST000514,1,1.1,Computer,Tier 2,43.0,Credit Card,Male,0.1,6,Others,3,Single,20,0,14.9,7,8,6.9,320.29
CUST000515,0,11.7,Computer,Tier 3,35.5,E-wallet,Male,2.0,4,Mobile Phone,4,Single,16,0,11.8,1,15,38.5,278.43
CUST000516,0,0.5,Tablet,Tier 1,84.8,Debit Card,Male,5.0,2,Grocery,5,Divorced,20,0,11.2,7,16,40.6,322.43
CUST000517,0,38.8,Computer,Tier 2,80.5,E-wallet,Female,0.9,6,Laptop & Accessory,5,Divorced,17,0,11.3,0,3,21.4,300.78
CUST000518,1,53.9,Mobile Phone,Tier 2,45.5,UPI,Female,3.4,6,Fashion,1,Divorced,16,0,11.1,3,2,9.6,193.58
CUST000519,1,14.6,Mobile Phone,Tier 1,118.2,E-wallet,Female,0.9,6,Fashion,2,Married,6,0,12.7,4,6,43.6,276.57
CUST000520,0,55.6,Tablet,Tier 3,108.1,Credit Card,Female,3.6,1,Grocery,4,Divorced,8,0,14.6,4,14,40.6,305.22
CUST000521,0,3.6,Tablet,Tier 2,32.3,Debit Card,Male,2.5,6,Fashion,4,Divorced,19,0,14.3,11,3,11.2,260.34
CUST000522,0,56.1,Computer,Tier 1,34.2,Credit Card,Female,3.4,4,Laptop & Accessory,4,Married,2,0,25.8,0,16,4.4,195.13
CUST000523,1,21.1,Tablet,Tier 3,67.5,UPI,Female,1.0,3,Laptop & Accessory,5,Married,14,0,15.6,6,1,20.3,114.8
CUST000524,1,6.1,Mobile Phone,Tier 2,99.4,Credit Card,Male,3.7,5,Fashion,1,Single,22,0,12.9,16,12,31.1,282.18
CUST000525,1,29.2,Computer,Tier 2,10.4,Credit Card,Female,5.0,6,Fashion,5,Married,12,0,19.2,1,14,8.1,314.37
CUST000526,0,15.4,Mobile Phone,Tier 3,89.6,Credit Card,Female,3.3,1,Others,5,Married,17,1,23.9,10,15,23.6,181.55
CUST000527,0,17.1,Computer,Tier 3,84.1,Cash on Delivery,Female,2.5,4,Mobile Phone,3,Divorced,15,0,21.2,6,15,19.6,134.18
CUST000528,0,18.4,Tablet,Tier 1,33.2,UPI,Female,4.6,6,Grocery,1,Single,18,1,15.4,16,14,41.0,173.46
CUST000529,0,48.2,Computer,Tier 1,88.1,Credit Card,Male,0.1,1,Laptop & Accessory,4,Single,16,0,19.4,2,3,19.8,231.09
CUST000530,1,32.3,Computer,Tier 2,119.7,Credit Card,Male,3.6,3,Grocery,2,Married,13,1,21.7,5,6,24.6,171.31
CUST000531,1,18.7,Mobile Phone,Tier 3,10.7,Credit Card,Male,4.4,2,Others,4,Divorced,21,0,21.9,10,16,43.9,237.39
CUST000532,1,36.6,Mobile Phone,Tier 3,44.0,Debit Card,Male,0.3,6,Laptop & Accessory,5,Divorced,17,0,21.0,9,3,13.8,317.54
CUST000533,1,43.0,Computer,Tier 3,58.5,Cash on Delivery,Male,2.3,4,Others,1,Divorced,8,0,24.1,4,9,13.3,250.92
CUST000534,0,16.4,Tablet,Tier 2,114.7,Debit Card,Female,1.0,1,Others,1,Divorced,1,0,24.1,14,7,36.8,181.6
CUST000535,1,24.8,Tablet,Tier 3,122.4,Cash on Delivery,Female,2.8,1,Fashion,1,Married,3,0,19.7,3,14,12.8,310.54
CUST000536,1,7.3,Mobile Phone,Tier 3,59.2,Credit Card,Male,3.2,6,Grocery,3,Divorced,16,0,17.4,0,5,38.3,227.27
CUST000537,1,10.9,Tablet,Tier 2,96.5,UPI,Male,1.5,1,Grocery,4,Single,2,0,20.6,14,2,4.4,128.88
CUST000538,0,40.9,Mobile Phone,Tier 1,69.9,E-wallet,Male,2.3,2,Fashion,3,Single,15,1,23.3,16,15,5.1,212.27
CUST000539,0,10.9,Tablet,Tier 1,70.6,E-wallet,Female,1.4,1,Grocery,2,Married,1,0,11.1,13,9,41.5,247.07
CUST000540,0,31.5,Computer,Tier 2,38.9,Credit Card,Male,1.8,5,Fashion,5,Divorced,9,1,25.9,1,5,24.9,288.61
CUST000541,1,42.5,Mobile Phone,Tier 3,31.5,Debit Card,Female,0.8,5,Laptop & Accessory,3,Divorced,16,0,13.7,5,7,33.1,310.71
CUST000542,0,6.4,Mobile Phone,Tier 2,40.1,UPI,Female,4.4,1,Others,3,Divorced,4,0,18.1,12,9,10.4,171.42
CUST000543,0,34.0,Computer,Tier 1,72.9,Cash on Delivery,Female,0.1,6,Others,5,Divorced,12,0,24.1,16,4,7.6,134.99
CUST000544,0,15.4,Mobile Phone,Tier 1,8.6,Credit Card,Female,4.4,5,Grocery,1,Married,1,0,14.4,5,9,38.4,116.61
CUST000545,0,57.8,Tablet,Tier 2,115.7,UPI,Male,2.9,4,Mobile Phone,5,Divorced,1,0,18.2,4,1,16.5,266.13
CUST000546,0,29.0,Tablet,Tier 2,24.1,UPI,Female,1.7,5,Others,4,Married,7,1,13.0,6,12,20.9,278.91
CUST000547,0,48.4,Mobile Phone,Tier 1,31.9,Cash on Delivery,Female,3.6,1,Fashion,5,Divorced,18,0,16.9,0,6,1.3,192.11
CUST000548,0,33.0,Tablet,Tier 2,68.2,UPI,Male,2.5,6,Mobile Phone,1,Divorced,15,0,13.7,12,2,17.8,189.08
CUST000549,0,2.6,Mobile Phone,Tier 1,91.6,Debit Card,Female,2.5,3,Mobile Phone,5,Single,13,1,16.5,0,8,35.4,314.7
CUST000550,1,38.0,Computer,Tier 2,16.7,Debit Card,Female,0.6,6,Others,3,Married,16,0,16.6,12,5,37.8,306.25
CUST000551,0,57.1,Mobile Phone,Tier 2,43.8,Debit Card,Female,1.9,6,Others,2,Single,7,1,25.9,10,15,32.1,152.48
CUST000552,1,36.1,Computer,Tier 2,123.2,UPI,Male,1.2,6,Others,3,Married,16,1,25.9,6,16,31.8,275.68
